"","id","superficie","fecha","lat","lng","idprovincia","idmunicipio","causa","muertos","heridos","time_ctrl","time_ext","personal","medios","gastos","perdidas","ALTITUD","TMEDIA","PRECIPITACION","TMIN","TMAX","VELMEDIA","RACHA","SOL","Trimestre","Mes","AÒo","DIR_VIENTO","PRES_RANGE"
"142",2001150874,2,2001-07-01,42.845404,-8.623962,"A CoruÒa","AMES","intencionado","0","0",1.5,1.5,11,2,"NO INFO",702,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"143",2001150877,3,2001-07-01,43.590545,-8.201348,"A CoruÒa","VALDOVI√É‚ÄòO","intencionado","0","0",1.3,1.3,18,4,"NO INFO",3774,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"144",2001150894,2,2001-07-01,43.501867,-8.287932,"A CoruÒa","FERROL","negligencia","0","0",1.05,1.05,13,1,"NO INFO",8264,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"145",2001150896,2.2,2001-07-01,43.473549,-8.287918,"A CoruÒa","FERROL","intencionado","0","0",1.3,1.3,12,2,"NO INFO",601,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"146",2001150901,1.5,2001-07-01,43.04568,-9.033727,"A CoruÒa","VIMIANZO","intencionado","0","0",1.3,1.3,5,3,"NO INFO",1286,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"147",2001150902,3.5,2001-07-01,42.754604,-8.618866,"A CoruÒa","PADR√É‚ÄúN","intencionado","0","0",2,2,21,3,"NO INFO",4393,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"148",2001150903,2.5,2001-07-01,42.786588,-8.648783,"A CoruÒa","PADR√É‚ÄúN","intencionado","0","0",1.25,1.25,10,1,"NO INFO",2037,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"149",2001150905,2,2001-07-01,43.452291,-8.29106,"A CoruÒa","ARES","intencionado","0","0",1.35,1.35,16,4,"NO INFO",3540,"Inferior a 80",22.6,"0",16.4,28.8,"< 2 m/s",7.2,13,"Q3","julio","2001","E",5.59999999999991
"150",2001150917,2,2001-07-02,42.863526,-8.719067,"A CoruÒa","BRI√É‚ÄúN","intencionado","0","0",3.55,3.55,10,2,"NO INFO",517,"Inferior a 80",20.7,"0",18,23.4,"2-4 m/s",11.4,11.7,"Q3","julio","2001","W",3
"152",2001150926,1.25,2001-07-02,43.061992,-8.871319,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.55,1.55,9,1,"NO INFO",757,"Inferior a 80",20.7,"0",18,23.4,"2-4 m/s",11.4,11.7,"Q3","julio","2001","W",3
"153",2001150931,2,2001-07-02,42.626273,-9.034524,"A CoruÒa","PORTO DO SON","intencionado","0","0",1.2,1.2,7,1,"NO INFO",2933,"Inferior a 80",20.7,"0",18,23.4,"2-4 m/s",11.4,11.7,"Q3","julio","2001","W",3
"156",2001150951,1,2001-07-03,43.291593,-8.495562,"A CoruÒa","ARTEIXO","causa desconocida","0","0",2.35,2.35,21,3,"NO INFO",3402,"Inferior a 80",19,"1",16,22,"2-4 m/s",9.2,4.2,"Q3","julio","2001","W",5.69999999999993
"157",2001150997,2.6,2001-07-22,42.788592,-8.608497,"A CoruÒa","TEO","intencionado","0","0",1.45,1.45,16,1,"NO INFO",1220,"Inferior a 80",19.2,"0",17.6,20.8,"4-6 m/s",10,3.2,"Q3","julio","2001","N",2.60000000000002
"158",2001151001,4,2001-07-23,43.30714,-8.463079,"A CoruÒa","ARTEIXO","causa desconocida","0","0",3.3,3.3,21,3,"NO INFO",6358,"Inferior a 80",20,"0",17.4,22.6,"4-6 m/s",12.5,4.6,"Q3","julio","2001","N",3.39999999999998
"159",2001151007,2.5,2001-07-24,42.673902,-8.91086,"A CoruÒa","BOIRO","intencionado","0","0",1.1,1.1,6,2,"NO INFO",1941,"Inferior a 80",18.3,"0",17,19.6,"2-4 m/s",10,1.6,"Q3","julio","2001","N",1.10000000000002
"160",2001151009,3,2001-07-25,42.752862,-8.880832,"A CoruÒa","LOUSAME","causa desconocida","0","0",3.5,3.5,23,5,"NO INFO",1214,"Inferior a 80",19.6,"1",17,22.2,"2-4 m/s",7.5,5,"Q3","julio","2001","SW",2.69999999999993
"161",2001151030,1.2,2001-07-29,42.673902,-8.91086,"A CoruÒa","BOIRO","intencionado","0","0",2.05,2.05,23,1,"NO INFO",330,"Inferior a 80",20.9,"0",17.4,24.4,"2-4 m/s",15.6,11.6,"Q3","julio","2001","NE",1.80000000000007
"162",2001151032,1.2,2001-07-29,43.074649,-9.055546,"A CoruÒa","VIMIANZO","intencionado","0","0",3.15,3.15,14,2,"NO INFO",84,"Inferior a 80",20.9,"0",17.4,24.4,"2-4 m/s",15.6,11.6,"Q3","julio","2001","NE",1.80000000000007
"163",2001151041,1.5,2001-07-29,43.193217,-8.386887,"A CoruÒa","CARRAL","intencionado","0","0",1.05,1.05,21,3,"NO INFO",1605,"Inferior a 80",20.9,"0",17.4,24.4,"2-4 m/s",15.6,11.6,"Q3","julio","2001","NE",1.80000000000007
"164",2001151047,1.5,2001-07-29,42.786588,-8.648783,"A CoruÒa","PADR√É‚ÄúN","intencionado","0","0",0.5,0.5,10,2,"NO INFO",823,"Inferior a 80",20.9,"0",17.4,24.4,"2-4 m/s",15.6,11.6,"Q3","julio","2001","NE",1.80000000000007
"165",2001151050,1.3,2001-07-29,43.590545,-8.201348,"A CoruÒa","VALDOVI√É‚ÄòO","intencionado","0","0",0.5,0.5,18,3,"NO INFO",2025,"Inferior a 80",20.9,"0",17.4,24.4,"2-4 m/s",15.6,11.6,"Q3","julio","2001","NE",1.80000000000007
"166",2001151069,1.3,2001-07-30,43.30714,-8.463079,"A CoruÒa","ARTEIXO","intencionado","0","0",2,2,13,3,"NO INFO",288,"Inferior a 80",21.2,"0",18,24.5,"2-4 m/s",10.3,10.6,"Q3","julio","2001","NE",1.39999999999998
"167",2001151074,1,2001-07-30,43.513472,-8.237342,"A CoruÒa","FERROL","intencionado","0","0",2.2,2.2,25,4,"NO INFO",589,"Inferior a 80",21.2,"0",18,24.5,"2-4 m/s",10.3,10.6,"Q3","julio","2001","NE",1.39999999999998
"169",2001151086,1.57,2001-07-31,42.642678,-9.007319,"A CoruÒa","PORTO DO SON","intencionado","0","0",2.5,2.5,31,2,"NO INFO",216,"Inferior a 80",20.4,"0",16.8,24,"2-4 m/s",11.9,7.5,"Q3","julio","2001","NE",6.69999999999993
"171",2001151088,2.7,2001-07-31,43.562647,-8.176841,"A CoruÒa","VALDOVI√É‚ÄòO","intencionado","0","0",2.55,2.55,11,1,"NO INFO",2241,"Inferior a 80",20.4,"0",16.8,24,"2-4 m/s",11.9,7.5,"Q3","julio","2001","NE",6.69999999999993
"172",2001151094,3,2001-08-01,43.229093,-8.256512,"A CoruÒa","ABEGONDO","intencionado","0","0",3.35,3.35,16,2,"NO INFO",3576,"Inferior a 80",21.2,"1",19,23.4,"< 2 m/s",12.2,10.7,"Q3","agosto","2001","W",2.40000000000009
"174",2001151098,1.35,2001-08-01,42.903258,-8.81752,"A CoruÒa","NEGREIRA","intencionado","0","0",2.2,2.2,11,1,"NO INFO",841,"Inferior a 80",21.2,"1",19,23.4,"< 2 m/s",12.2,10.7,"Q3","agosto","2001","W",2.40000000000009
"175",2001151104,1,2001-08-02,43.515554,-8.137555,"A CoruÒa","NEDA","intencionado","0","0",1.25,1.25,6,1,"NO INFO",1118,"Inferior a 80",19.2,"1",17,21.4,"2-4 m/s",10,6.2,"Q3","agosto","2001","W",4.59999999999991
"176",2001151123,3.5,2001-08-04,43.080238,-9.149947,"A CoruÒa","MUX√É¬çA","intencionado","0","0",1.53,1.53,24,4,"NO INFO",3480,"Inferior a 80",17.7,"0",14,21.4,"< 2 m/s",6.1,12.2,"Q3","agosto","2001","W",3.69999999999993
"177",2001151141,2,2001-08-06,42.766204,-9.094773,"A CoruÒa","MUROS","intencionado","0","0",4.15,4.15,47,7,"NO INFO",2013,"Inferior a 80",20.5,"0",17.4,23.6,"2-4 m/s",7.2,10.1,"Q3","agosto","2001","W",3.60000000000002
"178",2001151143,2.5,2001-08-07,43.026913,-8.741116,"A CoruÒa","SANTA COMBA","intencionado","0","0",1.55,1.55,11,2,"NO INFO",2350,"Inferior a 80",20.8,"1",17,24.5,"2-4 m/s",13.3,0.9,"Q3","agosto","2001","SW",5.70000000000005
"179",2001151145,1.2,2001-08-07,43.191468,-9.036306,"A CoruÒa","LAXE","intencionado","0","0",2,2,10,1,"NO INFO",1791,"Inferior a 80",20.8,"1",17,24.5,"2-4 m/s",13.3,0.9,"Q3","agosto","2001","SW",5.70000000000005
"180",2001151147,2.7,2001-08-07,43.266033,-8.442185,"A CoruÒa","CULLEREDO","intencionado","0","0",2.4,2.4,13,2,"NO INFO",1893,"Inferior a 80",20.8,"1",17,24.5,"2-4 m/s",13.3,0.9,"Q3","agosto","2001","SW",5.70000000000005
"182",2001151156,2,2001-08-09,42.791858,-8.570143,"A CoruÒa","TEO","intencionado","0","0",1.55,1.55,16,2,"NO INFO",1208,"Inferior a 80",19,"0",16.6,21.5,"2-4 m/s",9.7,11.1,"Q3","agosto","2001","N",6
"183",2001151178,3.5,2001-08-10,42.673902,-8.91086,"A CoruÒa","BOIRO","intencionado","0","0",1.3,1.3,22,3,"NO INFO",4875,"Inferior a 80",19.6,"0",16,23.3,"4-6 m/s",13.3,12.7,"Q3","agosto","2001","NE",1.30000000000007
"184",2001151181,1.4,2001-08-10,43.124887,-8.833016,"A CoruÒa","CORISTANCO","intencionado","0","0",3.15,3.15,10,2,"NO INFO",156,"Inferior a 80",19.6,"0",16,23.3,"4-6 m/s",13.3,12.7,"Q3","agosto","2001","NE",1.30000000000007
"185",2001151193,1.4,2001-08-11,43.240732,-8.670253,"A CoruÒa","CARBALLO","causa desconocida","0","0",2.2,2.2,22,4,"NO INFO",703,"Inferior a 80",20.9,"0",15.4,26.4,"< 2 m/s",6.7,12.8,"Q3","agosto","2001","NE",3.29999999999995
"186",2001151194,1.5,2001-08-11,43.076461,-9.204368,"A CoruÒa","MUX√É¬çA","intencionado","0","0",2.15,2.15,21,5,"NO INFO",667,"Inferior a 80",20.9,"0",15.4,26.4,"< 2 m/s",6.7,12.8,"Q3","agosto","2001","NE",3.29999999999995
"187",2001151197,2,2001-08-11,42.837542,-8.664463,"A CoruÒa","BRI√É‚ÄúN","intencionado","0","0",2.1,2.1,27,5,"NO INFO",751,"Inferior a 80",20.9,"0",15.4,26.4,"< 2 m/s",6.7,12.8,"Q3","agosto","2001","NE",3.29999999999995
"188",2001151198,1.22,2001-08-11,42.95347,-8.862045,"A CoruÒa","NEGREIRA","intencionado","0","0",1.1,1.1,11,2,"NO INFO",342,"Inferior a 80",20.9,"0",15.4,26.4,"< 2 m/s",6.7,12.8,"Q3","agosto","2001","NE",3.29999999999995
"189",2001151199,3,2001-08-11,42.802734,-8.589146,"A CoruÒa","TEO","intencionado","0","0",2.2,2.2,24,4,"NO INFO",1214,"Inferior a 80",20.9,"0",15.4,26.4,"< 2 m/s",6.7,12.8,"Q3","agosto","2001","NE",3.29999999999995
"190",2001151227,3.1,2001-08-12,43.080238,-9.149947,"A CoruÒa","MUX√É¬çA","intencionado","0","0",3.4,3.4,34,6,"NO INFO",6773,"Inferior a 80",18.8,"0",15.4,22.2,"< 2 m/s",8.3,12.9,"Q3","agosto","2001","N",3.5
"192",2001151232,2,2001-08-12,43.513472,-8.237342,"A CoruÒa","FERROL","intencionado","0","0",3.55,3.55,11,2,"NO INFO",2512,"Inferior a 80",18.8,"0",15.4,22.2,"< 2 m/s",8.3,12.9,"Q3","agosto","2001","N",3.5
"193",2001151233,3.7,2001-08-12,43.513472,-8.237342,"A CoruÒa","FERROL","intencionado","0","0",4.1,4.1,10,1,"NO INFO",2152,"Inferior a 80",18.8,"0",15.4,22.2,"< 2 m/s",8.3,12.9,"Q3","agosto","2001","N",3.5
"194",2001151234,8,2001-08-12,42.802734,-8.589146,"A CoruÒa","TEO","intencionado","0","0",2.4,2.4,29,5,"NO INFO",5554,"Inferior a 80",18.8,"0",15.4,22.2,"< 2 m/s",8.3,12.9,"Q3","agosto","2001","N",3.5
"195",2001151238,6.5,2001-08-12,43.124887,-8.833016,"A CoruÒa","CORISTANCO","intencionado","0","0",3.45,3.45,22,3,"NO INFO",5373,"Inferior a 80",18.8,"0",15.4,22.2,"< 2 m/s",8.3,12.9,"Q3","agosto","2001","N",3.5
"196",2001151244,1,2001-08-13,43.034146,-8.254843,"A CoruÒa","FRADES","intencionado","0","0",1.1,1.1,6,1,"NO INFO",228,"Inferior a 80",20,"1",15.6,24.4,"< 2 m/s",8.9,12,"Q3","agosto","2001","SW",5.59999999999991
"197",2001151248,1,2001-08-13,43.513472,-8.237342,"A CoruÒa","FERROL","intencionado","0","0",2.4,2.4,17,3,"NO INFO",1226,"Inferior a 80",20,"1",15.6,24.4,"< 2 m/s",8.9,12,"Q3","agosto","2001","SW",5.59999999999991
"198",2001151250,1.5,2001-08-13,42.780977,-8.802512,"A CoruÒa","LOUSAME","intencionado","0","0",2.45,2.45,31,5,"NO INFO",2296,"Inferior a 80",20,"1",15.6,24.4,"< 2 m/s",8.9,12,"Q3","agosto","2001","SW",5.59999999999991
"200",2001151275,1,2001-08-14,42.53267,-9.026022,"A CoruÒa","RIBEIRA","intencionado","0","0",1.25,1.25,23,3,"NO INFO",312,"Inferior a 80",20.3,"0",18,22.6,"2-4 m/s",8.6,7.9,"Q3","agosto","2001","SW",2.60000000000002
"201",2001151285,1.5,2001-08-14,42.904709,-9.268711,"A CoruÒa","FISTERRA","intencionado","0","0",2.35,2.35,21,3,"NO INFO",2074,"Inferior a 80",20.3,"0",18,22.6,"2-4 m/s",8.6,7.9,"Q3","agosto","2001","SW",2.60000000000002
"202",2001151286,1.5,2001-08-14,43.115375,-8.336163,"A CoruÒa","ORDES","intencionado","0","0",1.25,1.25,16,1,"NO INFO",354,"Inferior a 80",20.3,"0",18,22.6,"2-4 m/s",8.6,7.9,"Q3","agosto","2001","SW",2.60000000000002
"203",2001151288,5,2001-08-14,43.116061,-9.098519,"A CoruÒa","VIMIANZO","intencionado","0","0",1.5,1.5,36,4,"NO INFO",6310,"Inferior a 80",20.3,"0",18,22.6,"2-4 m/s",8.6,7.9,"Q3","agosto","2001","SW",2.60000000000002
"204",2001151290,1,2001-08-15,43.045481,-9.179648,"A CoruÒa","MUX√É¬çA","intencionado","0","0",1.05,1.05,6,1,"NO INFO",150,"Inferior a 80",17.8,"1",15.9,19.6,"< 2 m/s",8.9,5.1,"Q3","agosto","2001","W",8.10000000000002
"205",2001151291,1.5,2001-08-15,43.229093,-8.256512,"A CoruÒa","ABEGONDO","causa desconocida","0","0",2.4,2.4,13,2,"NO INFO",1587,"Inferior a 80",17.8,"1",15.9,19.6,"< 2 m/s",8.9,5.1,"Q3","agosto","2001","W",8.10000000000002
"206",2001151312,2,2001-08-24,43.124887,-8.833016,"A CoruÒa","CORISTANCO","causa desconocida","0","0",1.25,1.25,26,3,"NO INFO",1640,"Inferior a 80",20.4,"0",17.5,23.2,"< 2 m/s",6.7,9.9,"Q3","agosto","2001","NW",5.79999999999995
"209",2001151330,1,2001-08-25,42.935457,-9.154093,"A CoruÒa","CEE","intencionado","0","0",2.1,2.1,16,2,"NO INFO",510,"Inferior a 80",22,"0",17.8,26.2,"< 2 m/s",6.4,6.6,"Q3","agosto","2001","W",4
"210",2001151333,1,2001-08-26,42.917476,-9.082862,"A CoruÒa","MAZARICOS","intencionado","0","0",2.3,2.3,17,2,"NO INFO",770,"Inferior a 80",20,"1",17.4,22.6,"2-4 m/s",15.6,3.9,"Q3","agosto","2001","E",1.70000000000005
"211",2001151334,3,2001-08-26,43.141956,-9.006419,"A CoruÒa","VIMIANZO","intencionado","0","0",3.1,3.1,22,3,"NO INFO",1232,"Inferior a 80",20,"1",17.4,22.6,"2-4 m/s",15.6,3.9,"Q3","agosto","2001","E",1.70000000000005
"212",2001151344,1.2,2001-08-26,43.16157,-9.076537,"A CoruÒa","VIMIANZO","intencionado","0","0",1.1,1.1,11,2,"NO INFO",306,"Inferior a 80",20,"1",17.4,22.6,"2-4 m/s",15.6,3.9,"Q3","agosto","2001","E",1.70000000000005
"213",2001151346,2,2001-08-26,42.786588,-8.648783,"A CoruÒa","PADR√É‚ÄúN","causa desconocida","0","0",2.1,2.1,16,3,"NO INFO",2530,"Inferior a 80",20,"1",17.4,22.6,"2-4 m/s",15.6,3.9,"Q3","agosto","2001","E",1.70000000000005
"215",2001151366,1,2001-09-01,42.732381,-8.950453,"A CoruÒa","PORTO DO SON","intencionado","0","0",2.05,2.05,17,2,"NO INFO",1923,"Inferior a 80",19.1,"0",16,22.2,"6-8 m/s",16.9,9.7,"Q3","septiembre","2001","NE",3.70000000000005
"216",2001151382,1,2001-09-02,43.294596,-8.801955,"A CoruÒa","MALPICA DE BERGANTI√É‚ÄòOS","intencionado","0","0",1,1,17,2,"NO INFO",1455,"Inferior a 80",19.8,"0",15.2,24.4,"< 2 m/s",9.7,10.9,"Q3","septiembre","2001","E",3.29999999999995
"217",2001151385,1.2,2001-09-02,43.123248,-9.058135,"A CoruÒa","VIMIANZO","intencionado","0","0",1.3,1.3,11,2,"NO INFO",3739,"Inferior a 80",19.8,"0",15.2,24.4,"< 2 m/s",9.7,10.9,"Q3","septiembre","2001","E",3.29999999999995
"219",2001151404,4,2001-09-03,43.124887,-8.833016,"A CoruÒa","CORISTANCO","intencionado","0","0",3.55,3.55,33,3,"NO INFO",961,"Inferior a 80",18.4,"0",16.2,20.5,"2-4 m/s",12.2,11,"Q3","septiembre","2001","N",4.39999999999998
"220",2001151405,1,2001-09-03,43.137621,-8.789613,"A CoruÒa","CORISTANCO","intencionado","0","0",3,3,1,3,"NO INFO",306,"Inferior a 80",18.4,"0",16.2,20.5,"2-4 m/s",12.2,11,"Q3","septiembre","2001","N",4.39999999999998
"221",2001151406,1.77,2001-09-03,42.97541,-9.119204,"A CoruÒa","DUMBR√É¬çA","intencionado","0","0",2.05,2.05,11,2,"NO INFO",547,"Inferior a 80",18.4,"0",16.2,20.5,"2-4 m/s",12.2,11,"Q3","septiembre","2001","N",4.39999999999998
"222",2001151407,4,2001-09-04,42.695928,-9.004175,"A CoruÒa","PORTO DO SON","intencionado","0","0",2.05,2.05,16,1,"NO INFO",3612,"Inferior a 80",19,"0",16.8,21.1,"4-6 m/s",13.3,9.1,"Q3","septiembre","2001","NE",1.60000000000002
"223",2001151425,2,2001-09-04,42.607448,-8.999427,"A CoruÒa","RIBEIRA","intencionado","0","0",1.4,1.4,11,2,"NO INFO",3636,"Inferior a 80",19,"0",16.8,21.1,"4-6 m/s",13.3,9.1,"Q3","septiembre","2001","NE",1.60000000000002
"224",2001151431,1.8,2001-09-04,43.068876,-8.926821,"A CoruÒa","ZAS","intencionado","0","0",2.35,2.35,11,2,"NO INFO",1124,"Inferior a 80",19,"0",16.8,21.1,"4-6 m/s",13.3,9.1,"Q3","septiembre","2001","NE",1.60000000000002
"226",2001151433,3,2001-09-04,43.090515,-9.133139,"A CoruÒa","MUX√É¬çA","intencionado","0","0",2.15,2.15,10,1,"NO INFO",3978,"Inferior a 80",19,"0",16.8,21.1,"4-6 m/s",13.3,9.1,"Q3","septiembre","2001","NE",1.60000000000002
"231",2001151440,1.5,2001-09-05,42.863547,-8.073961,"A CoruÒa","SANTISO","intencionado","0","0",1.35,1.35,18,2,"NO INFO",481,"Inferior a 80",19.9,"0",16.4,23.4,"6-8 m/s",13.6,10.7,"Q3","septiembre","2001","NE",2
"232",2001151463,1.1,2001-09-05,43.291593,-8.495562,"A CoruÒa","ARTEIXO","intencionado","0","0",1.55,1.55,11,3,"NO INFO",397,"Inferior a 80",19.9,"0",16.4,23.4,"6-8 m/s",13.6,10.7,"Q3","septiembre","2001","NE",2
"237",2001151472,1.5,2001-09-06,43.351181,-8.482594,"A CoruÒa","ARTEIXO","negligencia","0","0",2.45,2.45,32,3,"NO INFO",1797,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"238",2001151480,1.2,2001-09-06,43.036098,-8.892316,"A CoruÒa","SANTA COMBA","intencionado","0","0",3.55,3.55,11,1,"NO INFO",3678,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"239",2001151482,4,2001-09-06,43.501867,-8.287932,"A CoruÒa","FERROL","causa desconocida","0","0",2.3,2.3,12,3,"NO INFO",5950,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"242",2001151489,1.4,2001-09-06,43.506013,-8.11102,"A CoruÒa","NEDA","negligencia","0","0",0.55,0.55,6,1,"NO INFO",344194,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"243",2001151491,1.3,2001-09-06,43.074649,-9.055546,"A CoruÒa","VIMIANZO","intencionado","0","0",2,2,17,3,"NO INFO",853,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"244",2001151497,4.15,2001-09-06,43.16157,-9.076537,"A CoruÒa","VIMIANZO","intencionado","0","0",1.3,1.3,14,8,"NO INFO",1454,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"245",2001151499,1.9,2001-09-06,42.973696,-8.862134,"A CoruÒa","SANTA COMBA","negligencia","0","0",1.3,1.3,15,2,"NO INFO",1713,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"246",2001151501,1.08,2001-09-06,42.990393,-8.908956,"A CoruÒa","MAZARICOS","intencionado","0","0",1.35,1.35,6,1,"NO INFO",210,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"248",2001151510,2.5,2001-09-06,43.085602,-8.552529,"A CoruÒa","TORDOIA","intencionado","0","0",1.4,1.4,14,2,"NO INFO",1106,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"250",2001151515,2.8,2001-09-06,42.607448,-8.999427,"A CoruÒa","RIBEIRA","intencionado","0","0",3.25,3.25,19,1,"NO INFO",240,"Inferior a 80",18.8,"0",15.6,22,"4-6 m/s",13.6,10,"Q3","septiembre","2001","NE",3.10000000000002
"253",2001151519,1.5,2001-09-07,42.607448,-8.999427,"A CoruÒa","RIBEIRA","intencionado","0","0",0.4,0.4,11,2,"NO INFO",589,"Inferior a 80",18.2,"0",15.8,20.6,"4-6 m/s",11.4,8.3,"Q3","septiembre","2001","NE",1.89999999999998
"254",2001151540,2,2001-09-07,42.687163,-8.976258,"A CoruÒa","PORTO DO SON","intencionado","0","0",3.15,3.15,16,2,"NO INFO",1821,"Inferior a 80",18.2,"0",15.8,20.6,"4-6 m/s",11.4,8.3,"Q3","septiembre","2001","NE",1.89999999999998
"255",2001151547,1.5,2001-09-08,42.81202,-8.765401,"A CoruÒa","ROIS","intencionado","0","0",0.4,0.4,10,2,"NO INFO",1532,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"256",2001151550,1.4,2001-09-08,42.780977,-8.802512,"A CoruÒa","LOUSAME","intencionado","0","0",2.1,2.1,8,1,"NO INFO",294,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"257",2001151557,3.7,2001-09-08,42.883818,-8.802674,"A CoruÒa","NEGREIRA","intencionado","0","0",4.1,4.1,11,2,"NO INFO",1239,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"258",2001151558,6,2001-09-08,42.780977,-8.802512,"A CoruÒa","LOUSAME","intencionado","0","0",3.35,3.35,32,5,"NO INFO",9568,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"259",2001151560,7,2001-09-08,42.780977,-8.802512,"A CoruÒa","LOUSAME","intencionado","0","0",3,3,21,5,"NO INFO",12152,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"261",2001151573,1.6,2001-09-08,42.903258,-8.81752,"A CoruÒa","NEGREIRA","causa desconocida","0","0",2.35,2.35,11,1,"NO INFO",192,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"262",2001151575,1.01,2001-09-08,42.700129,-8.928184,"A CoruÒa","BOIRO","intencionado","0","0",2.4,2.4,13,2,"NO INFO",18,"Inferior a 80",18.2,"0",15,21.4,"4-6 m/s",11.1,10,"Q3","septiembre","2001","N",2.80000000000007
"264",2001151580,1.3,2001-09-09,43.045481,-9.179648,"A CoruÒa","MUX√É¬çA","intencionado","0","0",1.1,1.1,6,1,"NO INFO",439,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"266",2001151590,3,2001-09-09,43.515554,-8.137555,"A CoruÒa","NEDA","intencionado","0","0",1.45,1.45,11,2,"NO INFO",10885,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"267",2001151596,1.2,2001-09-09,42.607448,-8.999427,"A CoruÒa","RIBEIRA","intencionado","0","0",1.15,1.15,1,1,"NO INFO",1009,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"268",2001151606,2.1,2001-09-09,42.732381,-8.950453,"A CoruÒa","PORTO DO SON","intencionado","0","0",3.2,3.2,7,1,"NO INFO",144,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"269",2001151608,4,2001-09-09,43.367059,-8.090466,"A CoruÒa","MONFERO","causa desconocida","0","0",2.5,2.5,24,5,"NO INFO",14130,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"270",2001151609,2.5,2001-09-09,42.780977,-8.802512,"A CoruÒa","LOUSAME","negligencia","0","0",2.25,2.25,10,1,"NO INFO",3402,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"271",2001151617,1.08,2001-09-09,42.940961,-9.28126,"A CoruÒa","FISTERRA","negligencia","0","0",3.15,3.15,10,1,"NO INFO",228,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
"274",2001151623,3,2001-09-09,43.501867,-8.287932,"A CoruÒa","FERROL","intencionado","0","0",3.3,3.3,27,5,"NO INFO",1532,"Inferior a 80",19,"0",15.3,22.8,"4-6 m/s",15.3,10.6,"Q3","septiembre","2001","E",3.39999999999998
