"","id","superficie","fecha","lat","lng","idprovincia","idmunicipio","causa","muertos","heridos","time_ctrl","time_ext","personal","medios","gastos","perdidas","ALTITUD","TMEDIA","PRECIPITACION","TMIN","TMAX","VELMEDIA","RACHA","SOL","Trimestre","Mes","AÒo","DIR_VIENTO","PRES_RANGE"
"17987",2011360392,2.47,2011-04-16,42.647663,-8.670951,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.43,1.43,21,3,"1K-10K",0,"Entre 100-125",16.8,"0",9,24.5,"2-4 m/s",7.2,12.8,"Q2","abril","2011","W",1.79999999999995
"17988",2011360396,3.39,2011-04-16,42.54412,-8.36098,"Pontevedra","CERDEDO","intencionado","0","0",3.05,3.05,17,3,"1K-10K",8341,"Entre 100-125",16.8,"0",9,24.5,"2-4 m/s",7.2,12.8,"Q2","abril","2011","W",1.79999999999995
"17989",2011360399,6.31,2011-04-16,42.690325,-8.198796,"Pontevedra","SILLEDA","intencionado","0","0",3.48,3.48,20,3,"NO INFO",12955,"Entre 100-125",16.8,"0",9,24.5,"2-4 m/s",7.2,12.8,"Q2","abril","2011","W",1.79999999999995
"17990",2011360402,1.1,2011-04-17,42.167233,-8.660196,"Pontevedra","MOS","intencionado","0","0",0.32,0.32,7,1,"1K-10K",6663,"Entre 100-125",17.8,"0",12.2,23.4,"< 2 m/s",6.1,12.6,"Q2","abril","2011","W",2.5
"17993",2011360424,1.95,2011-04-28,42.624895,-8.248573,"Pontevedra","SILLEDA","intencionado","0","0",2.3,2.3,11,2,"1K-10K",3070,"Entre 100-125",18.2,"0",11.8,24.6,"< 2 m/s",5.6,13.1,"Q2","abril","2011","NE",6.29999999999995
"17994",2011360427,1.66,2011-05-07,42.343239,-8.647449,"Pontevedra","VILABOA","intencionado","0","0",1.29,1.29,20,2,"1K-10K",5795,"Entre 100-125",15.4,"1",12.2,18.5,"2-4 m/s",13.1,5.7,"Q2","mayo","2011","SW",6
"17995",2011360457,1.25,2011-05-15,42.013544,-8.678285,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",0.4,0.4,5,1,"1K-10K",4095,"Entre 100-125",17.7,"0",11.1,24.3,"2-4 m/s",11.4,13.8,"Q2","mayo","2011","NE",3
"17998",2011360485,1.28,2011-05-21,42.838264,-8.022333,"Pontevedra","AGOLADA","intencionado","0","0",2.05,2.05,6,1,"1K-10K",324,"Entre 100-125",17.2,"0",13.7,20.8,"< 2 m/s",7.5,5.7,"Q2","mayo","2011","W",4.60000000000002
"18001",2011360505,1.99,2011-05-23,42.58986,-8.020533,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",0.39,0.39,11,1,"1K-10K",0,"Entre 100-125",19.8,"0",14.2,25.3,"< 2 m/s",7.8,13.8,"Q2","mayo","2011","N",3.69999999999993
"18002",2011360507,5,2011-05-23,42.652654,-8.05344,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.17,2.17,27,7,"10K-100K",2360,"Entre 100-125",19.8,"0",14.2,25.3,"< 2 m/s",7.8,13.8,"Q2","mayo","2011","N",3.69999999999993
"18004",2011360510,1.5,2011-05-24,42.655921,-8.213915,"Pontevedra","SILLEDA","intencionado","0","0",2.53,2.53,10,1,"1K-10K",337,"Entre 100-125",22.1,"0",14,30.2,"2-4 m/s",6.4,12.9,"Q2","mayo","2011","W",3
"18005",2011360511,1.17,2011-05-24,42.656667,-8.217676,"Pontevedra","SILLEDA","intencionado","0","0",0.04,0.04,5,1,"< 1K ",0,"Entre 100-125",22.1,"0",14,30.2,"2-4 m/s",6.4,12.9,"Q2","mayo","2011","W",3
"18007",2011360544,5.99,2011-06-01,42.641535,-8.75171,"Pontevedra","VILAGARC√É¬çA DE AROUSA","intencionado","0","0",1.48,1.48,50,8,"10K-100K",12511,"Entre 100-125",19.3,"0",11.4,27.2,"2-4 m/s",11.1,13.8,"Q2","junio","2011","NE",3.20000000000005
"18008",2011360549,5.22,2011-06-02,42.588011,-8.014846,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.07,1.07,28,4,"1K-10K",790,"Entre 100-125",19.6,"0",12.6,26.7,"2-4 m/s",11.7,13.8,"Q2","junio","2011","NE",5.29999999999995
"18009",2011360569,1.3,2011-06-05,42.023433,-8.668935,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",3.26,3.26,7,1,"1K-10K",1847,"Entre 100-125",20.2,"0",13.9,26.5,"4-6 m/s",11.4,13.4,"Q2","junio","2011","NW",4.5
"18010",2011360598,1.48,2011-06-11,42.559123,-8.315632,"Pontevedra","FORCAREI","intencionado","0","0",1.11,1.11,18,2,"1K-10K",261,"Entre 100-125",15.5,"0",9.5,21.5,"< 2 m/s",6.1,8.4,"Q2","junio","2011","W",1.90000000000009
"18011",2011360620,1.4,2011-06-18,42.09497,-8.597845,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",1,1,22,5,"1K-10K",4793,"Entre 100-125",16,"0",11.5,20.5,"< 2 m/s",6.1,11.7,"Q2","junio","2011","W",2.69999999999993
"18012",2011360628,1.3,2011-06-19,42.479451,-8.530739,"Pontevedra","COTOBADE","intencionado","0","0",1.05,1.05,7,1,"1K-10K",0,"Entre 100-125",17.6,"0",10.4,24.7,"< 2 m/s",6.1,13,"Q2","junio","2011","W",1.80000000000007
"18013",2011360629,2.2,2011-06-19,42.178746,-8.436706,"Pontevedra","PONTEAREAS","intencionado","0","0",2.23,2.23,7,3,"1K-10K",2998,"Entre 100-125",17.6,"0",10.4,24.7,"< 2 m/s",6.1,13,"Q2","junio","2011","W",1.80000000000007
"18014",2011360642,1,2011-06-21,42.098267,-8.605769,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",1.08,1.08,13,2,"1K-10K",4000,"Entre 100-125",18,"0",13.6,22.4,"< 2 m/s",6.4,0.5,"Q2","junio","2011","W",2.29999999999995
"18015",2011360643,4.7,2011-06-21,42.717639,-7.947399,"Pontevedra","RODEIRO","intencionado","0","0",2.56,2.56,13,2,"1K-10K",0,"Entre 100-125",18,"0",13.6,22.4,"< 2 m/s",6.4,0.5,"Q2","junio","2011","W",2.29999999999995
"18016",2011360662,1,2011-06-23,42.573076,-8.433268,"Pontevedra","CERDEDO","intencionado","0","0",1.31,1.31,12,1,"1K-10K",1562,"Entre 100-125",17.8,"0",11.6,24,"2-4 m/s",11.1,12.5,"Q2","junio","2011","NW",1.59999999999991
"18017",2011360709,1.5,2011-06-25,42.187026,-8.497655,"Pontevedra","PONTEAREAS","intencionado","0","0",2.53,2.53,7,2,"1K-10K",3434,"Entre 100-125",26.9,"0",16.8,37,"< 2 m/s",6.1,12.7,"Q2","junio","2011","W",3.19999999999993
"18021",2011360723,1.3,2011-06-25,42.097579,-8.607237,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",1.55,1.55,19,6,"1K-10K",4211,"Entre 100-125",26.9,"0",16.8,37,"< 2 m/s",6.1,12.7,"Q2","junio","2011","W",3.19999999999993
"18023",2011360726,4,2011-06-25,42.694557,-8.681178,"Pontevedra","VALGA","intencionado","0","0",2.57,2.57,18,3,"1K-10K",9527,"Entre 100-125",26.9,"0",16.8,37,"< 2 m/s",6.1,12.7,"Q2","junio","2011","W",3.19999999999993
"18024",2011360727,1.5,2011-06-25,42.617346,-8.637055,"Pontevedra","CALDAS DE REIS","intencionado","0","0",2.3,2.3,3,1,"1K-10K",2221,"Entre 100-125",26.9,"0",16.8,37,"< 2 m/s",6.1,12.7,"Q2","junio","2011","W",3.19999999999993
"18028",2011360761,1.92,2011-06-26,42.569142,-8.308772,"Pontevedra","FORCAREI","intencionado","0","0",2.11,2.11,6,1,"1K-10K",1370,"Entre 100-125",23.6,"0",17.2,30,"< 2 m/s",5.3,10.3,"Q2","junio","2011","NE",3.89999999999998
"18029",2011360763,2.15,2011-06-26,42.524316,-8.45118,"Pontevedra","COTOBADE","fuego reproducido","0","0",3.14,3.14,10,2,"1K-10K",3723,"Entre 100-125",23.6,"0",17.2,30,"< 2 m/s",5.3,10.3,"Q2","junio","2011","NE",3.89999999999998
"18030",2011360770,4.35,2011-06-27,42.767689,-8.338018,"Pontevedra","SILLEDA","intencionado","0","0",4.1,4.1,11,2,"1K-10K",3794,"Entre 100-125",20.5,"0",16.4,24.6,"< 2 m/s",6.1,11.4,"Q2","junio","2011","W",5.59999999999991
"18031",2011360776,1,2011-06-27,42.755024,-7.998995,"Pontevedra","AGOLADA","intencionado","0","0",1.52,1.52,7,1,"1K-10K",1584,"Entre 100-125",20.5,"0",16.4,24.6,"< 2 m/s",6.1,11.4,"Q2","junio","2011","W",5.59999999999991
"18032",2011360779,2.09,2011-06-27,42.775506,-8.134255,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.25,2.25,10,3,"1K-10K",3168,"Entre 100-125",20.5,"0",16.4,24.6,"< 2 m/s",6.1,11.4,"Q2","junio","2011","W",5.59999999999991
"18033",2011360782,2.73,2011-06-27,42.272109,-8.430248,"Pontevedra","MONDARIZ","intencionado","0","0",1.48,1.48,9,2,"1K-10K",134,"Entre 100-125",20.5,"0",16.4,24.6,"< 2 m/s",6.1,11.4,"Q2","junio","2011","W",5.59999999999991
"18035",2011360799,2.2,2011-06-29,42.11589,-8.562596,"Pontevedra","SALCEDA DE CASELAS","intencionado","0","0",2.56,2.56,22,1,"1K-10K",7996,"Entre 100-125",19.2,"0",13,25.3,"2-4 m/s",12.5,13.5,"Q2","junio","2011","N",3.89999999999998
"18036",2011360800,3.14,2011-06-29,42.35691,-8.533668,"Pontevedra","PONTE CALDELAS","intencionado","0","0",2.5,2.5,10,2,"1K-10K",2830,"Entre 100-125",19.2,"0",13,25.3,"2-4 m/s",12.5,13.5,"Q2","junio","2011","N",3.89999999999998
"18038",2011360817,1.1,2011-06-29,42.183601,-8.784546,"Pontevedra","VIGO","causa desconocida","0","0",2.21,2.21,21,6,"1K-10K",1999,"Entre 100-125",19.2,"0",13,25.3,"2-4 m/s",12.5,13.5,"Q2","junio","2011","N",3.89999999999998
"18040",2011360827,5.88,2011-06-29,42.631195,-8.343235,"Pontevedra","FORCAREI","intencionado","0","0",0.36,0.36,1,0,"< 1K ",0,"Entre 100-125",19.2,"0",13,25.3,"2-4 m/s",12.5,13.5,"Q2","junio","2011","N",3.89999999999998
"18041",2011360831,4.2,2011-06-30,42.502247,-8.53562,"Pontevedra","COTOBADE","causa desconocida","0","0",3.49,3.49,9,2,"1K-10K",9475,"Entre 100-125",21.3,"0",12.6,30,"2-4 m/s",9.7,13.5,"Q2","junio","2011","NW",2.89999999999998
"18042",2011360834,1.3,2011-06-30,42.763854,-8.33977,"Pontevedra","SILLEDA","fuego reproducido","0","0",2.3,2.3,7,1,"1K-10K",2321,"Entre 100-125",21.3,"0",12.6,30,"2-4 m/s",9.7,13.5,"Q2","junio","2011","NW",2.89999999999998
"18043",2011360839,1.3,2011-06-30,42.532848,-8.779624,"Pontevedra","VILANOVA DE AROUSA","intencionado","0","0",1.31,1.31,17,3,"1K-10K",3264,"Entre 100-125",21.3,"0",12.6,30,"2-4 m/s",9.7,13.5,"Q2","junio","2011","NW",2.89999999999998
"18044",2011360843,1.99,2011-06-30,42.660742,-8.219699,"Pontevedra","SILLEDA","causa desconocida","0","0",2.17,2.17,20,4,"1K-10K",2968,"Entre 100-125",21.3,"0",12.6,30,"2-4 m/s",9.7,13.5,"Q2","junio","2011","NW",2.89999999999998
"18048",2011360869,1,2011-07-01,42.75227,-8.14598,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.41,1.41,27,6,"1K-10K",1919,"Entre 100-125",22.2,"0",12.8,31.5,"< 2 m/s",5.3,12,"Q3","julio","2011","W",3.5
"18050",2011360887,1.9,2011-07-02,42.044077,-8.781901,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",1.36,1.36,14,4,"1K-10K",3323,"Entre 100-125",17.8,"0",13,22.6,"< 2 m/s",5.8,11,"Q3","julio","2011","W",3.29999999999995
"18052",2011360914,1.81,2011-07-04,42.524513,-8.395526,"Pontevedra","CERDEDO","intencionado","0","0",2.16,2.16,12,7,"10K-100K",651,"Entre 100-125",18,"1",13,23,"< 2 m/s",7.5,13.2,"Q3","julio","2011","W",4.69999999999993
"18054",2011360926,1.41,2011-07-05,42.811763,-8.016219,"Pontevedra","AGOLADA","intencionado","0","0",1.49,1.49,18,3,"1K-10K",3120,"Entre 100-125",18.3,"1",15,21.6,"< 2 m/s",6.1,4.6,"Q3","julio","2011","W",1.09999999999991
"18056",2011360961,7.36,2011-07-15,42.657501,-8.360759,"Pontevedra","FORCAREI","intencionado","0","0",1.37,1.37,18,4,"1K-10K",0,"Entre 100-125",20,"1",14.2,25.8,"2-4 m/s",6.4,9.1,"Q3","julio","2011","W",1.10000000000002
"18057",2011360975,2.83,2011-07-21,42.270713,-8.426587,"Pontevedra","MONDARIZ","intencionado","0","0",1.37,1.37,38,3,"1K-10K",3260,"Entre 100-125",19.2,"0",15.4,23,"4-6 m/s",11.4,9,"Q3","julio","2011","N",2.29999999999995
"18061",2011361008,2.3,2011-07-24,42.017182,-8.68125,"Pontevedra","TOMI√É‚ÄòO","causa desconocida","0","0",1.26,1.26,22,5,"10K-100K",5621,"Entre 100-125",19.6,"0",13.3,25.8,"2-4 m/s",9.7,12,"Q3","julio","2011","N",1.59999999999991
"18077",2011361222,1,2011-08-12,42.413973,-8.568479,"Pontevedra","PONTE CALDELAS","intencionado","0","1",1.51,1.51,34,8,"10K-100K",2057,"Entre 100-125",23.1,"0",15.7,30.5,"2-4 m/s",10.8,11.7,"Q3","agosto","2011","NW",3.60000000000002
"18089",2011361331,4.17,2011-09-10,42.636331,-7.923425,"Pontevedra","RODEIRO","intencionado","0","0",1.52,1.52,21,3,"1K-10K",895,"Entre 100-125",18.9,"1",16.8,21,"< 2 m/s",8.6,4.4,"Q3","septiembre","2011","SE",7.70000000000005
"18090",2011361332,3.11,2011-09-12,42.634876,-7.920987,"Pontevedra","RODEIRO","intencionado","0","0",2.26,2.26,34,4,"10K-100K",0,"Entre 100-125",19.9,"1",17,22.8,"< 2 m/s",4.4,5.8,"Q3","septiembre","2011","W",2.79999999999995
"18101",2011361436,1.26,2011-10-01,42.598807,-7.999074,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.25,1.25,9,2,"1K-10K",0,"Entre 100-125",24.6,"0",18,31.2,"< 2 m/s",6.1,10.7,"Q4","octubre","2011","E",1.60000000000002
"18102",2011361439,5.6,2011-10-01,42.661567,-8.342476,"Pontevedra","FORCAREI","intencionado","0","0",2.25,2.25,7,2,"1K-10K",166,"Entre 100-125",24.6,"0",18,31.2,"< 2 m/s",6.1,10.7,"Q4","octubre","2011","E",1.60000000000002
"18105",2011361443,7.4,2011-10-01,42.643804,-8.359326,"Pontevedra","FORCAREI","intencionado","0","0",2.32,2.32,12,6,"1K-10K",0,"Entre 100-125",24.6,"0",18,31.2,"< 2 m/s",6.1,10.7,"Q4","octubre","2011","E",1.60000000000002
"18106",2011361445,2,2011-10-01,42.749189,-8.038935,"Pontevedra","AGOLADA","intencionado","0","0",1.52,1.52,20,4,"1K-10K",2929,"Entre 100-125",24.6,"0",18,31.2,"< 2 m/s",6.1,10.7,"Q4","octubre","2011","E",1.60000000000002
"18107",2011361453,1.8,2011-10-02,42.720379,-7.970399,"Pontevedra","RODEIRO","intencionado","0","0",2.17,2.17,6,2,"1K-10K",176,"Entre 100-125",24.2,"0",18.8,29.5,"< 2 m/s",5.6,10.7,"Q4","octubre","2011","NE",5.80000000000007
"18112",2011361480,2.8,2011-10-04,42.60697,-8.628154,"Pontevedra","CALDAS DE REIS","intencionado","0","0",3.45,3.45,15,3,"1K-10K",3091,"Entre 100-125",21.4,"0",15.5,27.4,"< 2 m/s",4.2,10.6,"Q4","octubre","2011","E",2
"18113",2011361482,2.3,2011-10-05,42.567743,-8.654704,"Pontevedra","PORTAS","intencionado","0","0",2.09,2.09,11,1,"< 1K ",9028,"Entre 100-125",21.1,"0",14.8,27.4,"< 2 m/s",5,10.3,"Q4","octubre","2011","NE",2.20000000000005
"18115",2011361490,1.4,2011-10-05,42.648182,-8.354633,"Pontevedra","FORCAREI","intencionado","0","0",1.45,1.45,4,1,"1K-10K",0,"Entre 100-125",21.1,"0",14.8,27.4,"< 2 m/s",5,10.3,"Q4","octubre","2011","NE",2.20000000000005
"18117",2011361499,4.5,2011-10-07,42.553811,-8.689253,"Pontevedra","PORTAS","intencionado","0","0",2.55,2.55,12,3,"1K-10K",20444,"Entre 100-125",17.2,"0",13.5,20.8,"2-4 m/s",11.1,9.7,"Q4","octubre","2011","NW",1.79999999999995
"18118",2011361514,1.95,2011-10-08,42.631049,-8.018058,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",0.34,0.34,10,1,"1K-10K",0,"Entre 100-125",17.6,"0",13,22.1,"2-4 m/s",10.3,10.7,"Q4","octubre","2011","N",3
"18119",2011361518,1.4,2011-10-08,41.983559,-8.738082,"Pontevedra","TOMI√É‚ÄòO","causa desconocida","0","0",1.49,1.49,10,2,"1K-10K",7467,"Entre 100-125",17.6,"0",13,22.1,"2-4 m/s",10.3,10.7,"Q4","octubre","2011","N",3
"18120",2011361532,3.39,2011-10-09,42.024586,-8.66278,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",3.51,3.51,17,4,"1K-10K",10601,"Entre 100-125",17.4,"0",10.8,24.1,"< 2 m/s",4.7,10.1,"Q4","octubre","2011","NE",2.5
"18121",2011361538,3.58,2011-10-09,42.597864,-8.058926,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.56,1.56,39,8,"10K-100K",1084,"Entre 100-125",17.4,"0",10.8,24.1,"< 2 m/s",4.7,10.1,"Q4","octubre","2011","NE",2.5
"18122",2011361541,1.82,2011-10-09,42.64512,-7.946561,"Pontevedra","RODEIRO","intencionado","0","0",1.56,1.56,13,5,"1K-10K",341,"Entre 100-125",17.4,"0",10.8,24.1,"< 2 m/s",4.7,10.1,"Q4","octubre","2011","NE",2.5
"18123",2011361542,2.49,2011-10-09,42.608459,-8.01339,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.51,1.51,4,5,"< 1K ",12,"Entre 100-125",17.4,"0",10.8,24.1,"< 2 m/s",4.7,10.1,"Q4","octubre","2011","NE",2.5
"18124",2011361550,1.56,2011-10-10,42.596612,-8.058872,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.05,1.05,19,3,"1K-10K",0,"Entre 100-125",21.2,"0",14.9,27.4,"2-4 m/s",6.7,9.7,"Q4","octubre","2011","NE",1.70000000000005
"18125",2011361554,1.1,2011-10-10,42.214302,-8.673464,"Pontevedra","VIGO","intencionado","0","0",0.52,0.52,10,3,"1K-10K",333,"Entre 100-125",21.2,"0",14.9,27.4,"2-4 m/s",6.7,9.7,"Q4","octubre","2011","NE",1.70000000000005
"18126",2011361555,8.8,2011-10-10,42.070735,-8.726639,"Pontevedra","GONDOMAR","intencionado","0","0",2.17,2.17,33,8,"10K-100K",699,"Entre 100-125",21.2,"0",14.9,27.4,"2-4 m/s",6.7,9.7,"Q4","octubre","2011","NE",1.70000000000005
"18127",2011361560,2.1,2011-10-10,42.684203,-8.625558,"Pontevedra","VALGA","intencionado","0","0",3.15,3.15,24,6,"1K-10K",3634,"Entre 100-125",21.2,"0",14.9,27.4,"2-4 m/s",6.7,9.7,"Q4","octubre","2011","NE",1.70000000000005
"18128",2011361566,1.65,2011-10-10,42.648471,-8.673386,"Pontevedra","CALDAS DE REIS","intencionado","0","0",1.2,1.2,7,2,"1K-10K",5452,"Entre 100-125",21.2,"0",14.9,27.4,"2-4 m/s",6.7,9.7,"Q4","octubre","2011","NE",1.70000000000005
"18130",2011361571,1,2011-10-11,42.585217,-8.023055,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",1.09,1.09,5,1,"1K-10K",0,"Entre 100-125",21.8,"0",15.8,27.7,"2-4 m/s",5.8,9.8,"Q4","octubre","2011","E",2
"18131",2011361573,3.6,2011-10-11,42.590866,-8.022333,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",0.55,0.55,1,0,"< 1K ",0,"Entre 100-125",21.8,"0",15.8,27.7,"2-4 m/s",5.8,9.8,"Q4","octubre","2011","E",2
"18132",2011361574,1.46,2011-10-11,42.603691,-7.956073,"Pontevedra","RODEIRO","intencionado","0","0",1.19,1.19,5,1,"1K-10K",0,"Entre 100-125",21.8,"0",15.8,27.7,"2-4 m/s",5.8,9.8,"Q4","octubre","2011","E",2
"18135",2011361606,4.24,2011-10-12,42.606773,-7.973284,"Pontevedra","RODEIRO","intencionado","0","0",2.39,2.39,23,4,"1K-10K",0,"Entre 100-125",20.7,"0",15,26.4,"< 2 m/s",5,8.4,"Q4","octubre","2011","NE",2.59999999999991
"18137",2011361616,3,2011-10-12,42.587564,-8.179968,"Pontevedra","LAL√É¬çN","intencionado","0","0",2.26,2.26,9,2,"1K-10K",0,"Entre 100-125",20.7,"0",15,26.4,"< 2 m/s",5,8.4,"Q4","octubre","2011","NE",2.59999999999991
"18138",2011361619,1,2011-10-12,42.00526,-8.739551,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",1.1,1.1,7,0,"1K-10K",1838,"Entre 100-125",20.7,"0",15,26.4,"< 2 m/s",5,8.4,"Q4","octubre","2011","NE",2.59999999999991
"18139",2011361623,1.4,2011-10-13,42.79451,-8.051599,"Pontevedra","AGOLADA","intencionado","0","0",1.46,1.46,13,2,"1K-10K",112,"Entre 100-125",22.9,"0",16,29.8,"< 2 m/s",5.6,8.8,"Q4","octubre","2011","E",1.69999999999993
"18140",2011361624,1.06,2011-10-13,42.584165,-8.179342,"Pontevedra","LAL√É¬çN","intencionado","0","0",1.42,1.42,7,1,"1K-10K",0,"Entre 100-125",22.9,"0",16,29.8,"< 2 m/s",5.6,8.8,"Q4","octubre","2011","E",1.69999999999993
"18142",2011361627,1.9,2011-10-13,42.755526,-8.048369,"Pontevedra","AGOLADA","fuego reproducido","0","0",2.5,2.5,28,6,"1K-10K",3564,"Entre 100-125",22.9,"0",16,29.8,"< 2 m/s",5.6,8.8,"Q4","octubre","2011","E",1.69999999999993
"18145",2011361643,3,2011-10-14,42.593364,-7.999782,"Pontevedra","DOZ√É‚ÄúN","intencionado","0","0",2.28,2.28,10,1,"1K-10K",0,"Entre 100-125",25.6,"0",19,32.2,"< 2 m/s",7.2,8.9,"Q4","octubre","2011","N",2.60000000000002
"18148",2011361656,5.4,2011-10-14,42.592295,-7.998008,"Pontevedra","RODEIRO","intencionado","0","0",3.37,3.37,11,5,"10K-100K",0,"Entre 100-125",25.6,"0",19,32.2,"< 2 m/s",7.2,8.9,"Q4","octubre","2011","N",2.60000000000002
"18152",2011361680,1,2011-10-15,42.419419,-8.499196,"Pontevedra","PONTE CALDELAS","intencionado","0","0",1.3,1.3,7,1,"< 1K ",1731,"Entre 100-125",22.6,"0",15.6,29.6,"< 2 m/s",5.6,8.5,"Q4","octubre","2011","E",1.80000000000007
"18153",2011361691,2.69,2011-10-15,42.593953,-7.996007,"Pontevedra","RODEIRO","fuego reproducido","0","0",2.45,2.45,7,2,"1K-10K",214,"Entre 100-125",22.6,"0",15.6,29.6,"< 2 m/s",5.6,8.5,"Q4","octubre","2011","E",1.80000000000007
"18154",2011361692,1.53,2011-10-15,42.587196,-8.050641,"Pontevedra","DOZ√É‚ÄúN","fuego reproducido","0","0",1.02,1.02,16,2,"1K-10K",778,"Entre 100-125",22.6,"0",15.6,29.6,"< 2 m/s",5.6,8.5,"Q4","octubre","2011","E",1.80000000000007
"18155",2011361698,1.65,2011-10-15,42.194883,-8.404139,"Pontevedra","MONDARIZ","intencionado","0","0",0.57,0.57,17,2,"1K-10K",2683,"Entre 100-125",22.6,"0",15.6,29.6,"< 2 m/s",5.6,8.5,"Q4","octubre","2011","E",1.80000000000007
"18157",2011361718,3.47,2011-10-15,42.804112,-8.047551,"Pontevedra","AGOLADA","intencionado","0","0",2.02,2.02,19,3,"1K-10K",0,"Entre 100-125",22.6,"0",15.6,29.6,"< 2 m/s",5.6,8.5,"Q4","octubre","2011","E",1.80000000000007
"18158",2011361720,1,2011-10-16,42.782404,-8.025499,"Pontevedra","AGOLADA","intencionado","0","0",1.55,1.55,4,2,"1K-10K",488,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18159",2011361721,3.3,2011-10-16,42.289606,-8.386266,"Pontevedra","COVELO","intencionado","0","0",3.14,3.14,5,1,"1K-10K",1750,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18160",2011361722,3.23,2011-10-16,42.009518,-8.688305,"Pontevedra","TOMI√É‚ÄòO","intencionado","0","0",3.49,3.49,10,1,"1K-10K",9675,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18161",2011361726,1.11,2011-10-16,42.819635,-8.042921,"Pontevedra","AGOLADA","intencionado","0","0",1.22,1.22,5,0,"< 1K ",0,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18163",2011361729,1.11,2011-10-16,42.845263,-8.023691,"Pontevedra","AGOLADA","fuego reproducido","0","0",4.06,4.06,13,1,"1K-10K",1939,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18164",2011361733,1.45,2011-10-16,42.330765,-8.319363,"Pontevedra","COVELO","intencionado","0","0",3.26,3.26,1,0,"< 1K ",0,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18165",2011361734,3.98,2011-10-16,42.783486,-8.024675,"Pontevedra","AGOLADA","fuego reproducido","0","0",2.03,2.03,13,3,"1K-10K",1376,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18167",2011361738,1,2011-10-16,42.098486,-8.792332,"Pontevedra","GONDOMAR","intencionado","0","0",1.41,1.41,10,1,"1K-10K",2532,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18169",2011361746,1.4,2011-10-16,42.557723,-8.008367,"Pontevedra","DOZ√É‚ÄúN","fuego reproducido","0","0",1.11,1.11,7,1,"1K-10K",0,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18171",2011361755,1.46,2011-10-16,42.63282,-7.94578,"Pontevedra","RODEIRO","intencionado","0","0",2.41,2.41,9,2,"1K-10K",0,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18172",2011361757,2,2011-10-16,42.614518,-8.370746,"Pontevedra","FORCAREI","intencionado","0","0",2.28,2.28,15,3,"1K-10K",0,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18173",2011361760,1.62,2011-10-16,42.760391,-8.05625,"Pontevedra","AGOLADA","causa desconocida","0","0",1.14,1.14,4,1,"< 1K ",0,"Entre 100-125",16.3,"0",11.1,21.5,"< 2 m/s",4.7,2.1,"Q4","octubre","2011","NE",2.60000000000002
"18177",2011361767,6.44,2011-10-17,42.590694,-7.95685,"Pontevedra","RODEIRO","causa desconocida","0","0",3.24,3.24,11,4,"1K-10K",5186,"Entre 100-125",14.3,"0",8.8,19.8,"< 2 m/s",5.6,6.6,"Q4","octubre","2011","NE",1.5
